VERSION 3
POINT_NUMB ADDR ID                                   TYP MESSAGE                              ALM   EQ  INF   OR  UN  RTU  ASDU       KCONV1       KCONV2  SUPCMD  DC  PR       INIVAL "SUBEST~BAY~DESCRIPTION"
  63540       0 KAW2AL-27PTOC-OF                       D NORMAL/OPERATED                       23  143    0    0   E    0     0       1.0000       0.0000       0   3   1       1.0000 "KAW2~FD27 13,8kV~(51)-Fase-Oper"
  63541       0 KAW2AL-27RBRF-O                        D NORMAL/OPERATED                       23   31    0    0   E    0     0       1.0000       0.0000       0   3   0       1.0000 "KAW2~FD27 13,8kV~(62BF)-BR52-31-Oper"
  63542       0 KAW2AL-27RREC-S                        D NORMAL/STARTED                        56   26    0    0   E    0     0       1.0000       0.0000       0   3   0       1.0000 "KAW2~FD27 13,8kV~Recloser(79)-Part"
  63543       0 KAW2AL-27RREC-O                        D NORMAL/OPERATED                       23   26    0    0   E    0     0       1.0000       0.0000       0   3   0       1.0000 "KAW2~FD27 13,8kV~Recloser(79)-Oper"
  63546       0 KAW2IB1-bPIOC-ON                       D NORMAL/OPERATED                       23  142    0    0   E    0     0       1.0000       0.0000       0   3   1       1.0000 "KAW2~IB1 13,8kV~Overcurr.instant.(50)-N-Opr"
  63547       0 KAW2IB1-bPIOC-OF                       D NORMAL/OPERATED                       23  142    0    0   E    0     0       1.0000       0.0000       0   3   1       1.0000 "KAW2~IB1 13,8kV~(50)-Fase-Oper"
  63548       0 KAW2IB1-bPTOC-ON                       D NORMAL/OPERATED                       23  143    0    0   E    0     0       1.0000       0.0000       0   3   1       1.0000 "KAW2~IB1 13,8kV~Overcurr.temporiz.(51)-N-Opr"
  63733       0 KAW2IB2-bRREC-O                        D NORMAL/OPERATED                       23   26    0    0   E    0     0       1.0000       0.0000       0   3   0       1.0000 "KAW2~IB2 13,8kV~Recloser(79)-Oper"
  64000       0 KAW2AL-21RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2512   2   1       0.0000 "KAW2~FD21 13,8kV~Recloser(79)-Incl-Cmd"
  64001       0 KAW2AL-21XCBR5238----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3273   2   1       0.0000 "KAW2~FD21 13,8kV~BRK52-38:status-Cmd"
  64002       0 KAW2KAW11XSWI8920----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000    6992   2   1       0.0000 "KAW2~TL1 KAW1 69kV~SW89-20:status-Cmd"
  64003       0 KAW2AL-22RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2525   2   1       0.0000 "KAW2~FD22 13,8kV~Recloser(79)-Incl-Cmd"
  64004       0 KAW2AL-22XCBR5237----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3274   2   1       0.0000 "KAW2~FD22 13,8kV~BRK52-37:status-Cmd"
  64005       0 KAW2KAW11XSWI8922----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000    6993   2   1       0.0000 "KAW2~TL1 KAW1 69kV~SW89-22:status-Cmd"
  64006       0 KAW2AL-23RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2538   2   1       0.0000 "KAW2~FD23 13,8kV~Recloser(79)-Incl-Cmd"
  64007       0 KAW2AL-23XCBR5236----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3275   2   1       0.0000 "KAW2~FD23 13,8kV~BRK52-36:status-Cmd"
  64008       0 KAW2KAW11XSWI8924----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000    6994   2   1       0.0000 "KAW2~TL1 KAW1 69kV~SW89-24:status-Cmd"
  64009       0 KAW2AL-24RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2551   2   1       0.0000 "KAW2~FD24 13,8kV~Recloser(79)-Incl-Cmd"
  64010       0 KAW2AL-24XCBR5235----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3276   2   1       0.0000 "KAW2~FD24 13,8kV~BRK52-35:status-Cmd"
  64011       0 KAW2KAW12XSWI8914----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000    6996   2   1       0.0000 "KAW2~TL2 KAW1 69kV~SW89-14:status-Cmd"
  64012       0 KAW2AL-25RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2677   2   1       0.0000 "KAW2~FD25 13,8kV~Recloser(79)-Incl-Cmd"
  64013       0 KAW2AL-25XCBR5233----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3277   2   1       0.0000 "KAW2~FD25 13,8kV~BRK52-33:status-Cmd"
  64014       0 KAW2KAW12XSWI8916----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000    6997   2   1       0.0000 "KAW2~TL2 KAW1 69kV~SW89-16:status-Cmd"
  64015       0 KAW2AL-26RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2690   2   1       0.0000 "KAW2~FD26 13,8kV~Recloser(79)-Incl-Cmd"
  64016       0 KAW2AL-26XCBR5232----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3278   2   1       0.0000 "KAW2~FD26 13,8kV~BRK52-32:status-Cmd"
  64017       0 KAW2KAW12XSWI8918----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000    6998   2   1       0.0000 "KAW2~TL2 KAW1 69kV~SW89-18:status-Cmd"
  64020       0 KAW2BC1--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000    6620   1   1       0.0000 "KAW2~Cap.bank BC1 230kV~(86)-Reset-Cmd"
  64021       0 KAW2BC1--ZMOD----AutoK                 D Manual/Automatico                     40  147    3    7   E    0     0       1.0000       0.0000    6624   2   1       0.0000 "KAW2~Cap.bank BC1 230kV~Módulo-M/A-Cmd"
  64022       0 KAW2BC1--RSYN----EnblK                 D Disable/Enable                        28   30   28    7   E    0     0       1.0000       0.0000    6622   2   1       0.0000 "KAW2~Cap.bank BC1 230kV~(25)-Enabling-Cmd"
  64023       0 KAW2BC1--XSWI-130----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38367   2   1       0.0000 "KAW2~Cap.bank BC1~SC 89-130:status-Cmd"
  64024       0 KAW2BC1--XSWI-132----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38368   2   1       0.0000 "KAW2~Cap.bank BC1~SC 89-132:status-Cmd"
  64025       0 KAW2BC1--XSWI-134----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38369   2   1       0.0000 "KAW2~Cap.bank BC1~SC 89-134:status-Cmd"
  64026       0 KAW2BC1--XCBR5220----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38366   2   1       0.0000 "KAW2~Cap.bank BC1 230kV~BRK52-20:status-Cmd"
  64027       0 KAW2TR4-0XSWI-136----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38591   2   1       0.0000 "KAW2~TR4 Sd.69kV~SC136:status-Cmd"
  64028       0 KAW2TR4-0XSWI-138----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38592   2   1       0.0000 "KAW2~TR4 Sd.69kV~SC138:status-Cmd"
  64029       0 KAW2TR4-0XSWI-140----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38593   2   1       0.0000 "KAW2~TR4 Sd.69kV~SC140:status-Cmd"
  64030       0 KAW2TR4-0XCBR5221----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38590   2   1       0.0000 "KAW2~TR4 Sd.69kV~BRK52-21:status-Cmd"
  64031       0 KAW2TR4-bXCBR5230----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38594   2   1       0.0000 "KAW2~TR4 Sd.13,8kV~BRK52-30:status-Cmd"
  64032       0 KAW2TR4--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000    6817   1   1       0.0000 "KAW2~TR4~Lock-Out Relay(86)-Reset-Cmd"
  64033       0 KAW2TR4--YCCM----BlckK                 D Unblock/Block                         34   59   34    7   E    0     0       1.0000       0.0000    6833   1   1       0.0000 "KAW2~TR4~Comando CDC-Bloqueio-Cmd"
  64034       0 KAW2TR4--YTAP--------K                 A Lower/Raise                          216   16    0    7   E    0     0       1.0000       0.0000    6950   0   1       0.0000 "KAW2~TR4~Tap position-Cmd"
  64035       0 KAW2TR4--ATCC--------K                 D Exclude/Include                       36   71    0    7   E    0     0       1.0000       0.0000    6816   2   1       0.0000 "KAW2~TR4~Relé Contr.Tap (90)-Cmd"
  64036       0 KAW2TR4--YPAR----PrllK                 D Deactivate/Activate                   16   55   26    7   E    0     0       1.0000       0.0000    5799   2   1       0.0000 "KAW2~TR4~Paralelismo TR-Paralelo-Cmd"
  64037       0 KAW2TR5-0XSWI-148----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38596   2   1       0.0000 "KAW2~TR5 Sd.69kV~SC148:status-Cmd"
  64038       0 KAW2TR5-0XSWI-150----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38597   2   1       0.0000 "KAW2~TR5 Sd.69kV~SC150:status-Cmd"
  64039       0 KAW2TR5-0XSWI-152----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38598   2   1       0.0000 "KAW2~TR5 Sd.69kV~SC152:status-Cmd"
  64040       0 KAW2TR5-0XCBR5223----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38595   2   1       0.0000 "KAW2~TR5 Sd.69kV~BRK52-23:status-Cmd"
  64041       0 KAW2TR5-bXCBR5234----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38599   2   1       0.0000 "KAW2~TR5 Sd.13,8kV~BRK52-34:status-Cmd"
  64042       0 KAW2TR5--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000    6894   1   1       0.0000 "KAW2~TR5~Lock-Out Relay(86)-Reset-Cmd"
  64043       0 KAW2TR5--YCCM----BlckK                 D Unblock/Block                         34   59   34    7   E    0     0       1.0000       0.0000    6910   1   1       0.0000 "KAW2~TR5~Comando CDC-Bloqueio-Cmd"
  64044       0 KAW2TR5--YTAP--------K                 A Lower/Raise                          216   16    0    7   E    0     0       1.0000       0.0000    6960   0   1       0.0000 "KAW2~TR5~Tap position-Cmd"
  64045       0 KAW2TR5--ATCC--------K                 D Exclude/Include                       36   71    0    7   E    0     0       1.0000       0.0000    6893   2   1       0.0000 "KAW2~TR5~Relé Contr.Tap (90)-Cmd"
  64046       0 KAW2TR5--YPAR----PrllK                 D Deactivate/Activate                   16   55   26    7   E    0     0       1.0000       0.0000    5800   2   1       0.0000 "KAW2~TR5~Paralelismo TR-Paralelo-Cmd"
  64047       0 KAW2BC1--XSWI-128----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38371   2   1       0.0000 "KAW2~Cap.bank BC1~SC 89-128:status-Cmd"
  64048       0 KAW2AL-27RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2726   2   1       0.0000 "KAW2~FD27 13,8kV~Recloser(79)-Incl-Cmd"
  64049       0 KAW2AL-27XCBR5231----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3279   2   1       0.0000 "KAW2~FD27 13,8kV~BRK52-31:status-Cmd"
  64050       0 KAW2KSL21XSWI8908----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38459   2   1       0.0000 "KAW2~TL1 KSL2 69kV~SW89-08:status-Cmd"
  64051       0 KAW2IB1-bRREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2739   2   1       0.0000 "KAW2~IB1 13,8kV~Recloser(79)-Inclusion-Cmd"
  64052       0 KAW2IB1-bXCBR2404----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3280   2   1       0.0000 "KAW2~IB1 13,8kV~BRK24-04:status-Cmd"
  64053       0 KAW2KSL21XSWI8910----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38491   2   1       0.0000 "KAW2~TL1 KSL2 69kV~SW89-10:status-Cmd"
  64054       0 KAW2IB2-bRREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    2752   2   1       0.0000 "KAW2~IB2 13,8kV~Recloser(79)-Inclusion-Cmd"
  64055       0 KAW2IB2-bXCBR2406----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3281   2   1       0.0000 "KAW2~IB2 13,8kV~BRK24-06:status-Cmd"
  64056       0 KAW2KSL21XSWI8912----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38503   2   1       0.0000 "KAW2~TL1 KSL2 69kV~SW89-12:status-Cmd"
  64057       0 KAW2IB3-bXCBR2405----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000    3282   2   1       0.0000 "KAW2~IB3 13,8kV~BRK24-05:status-Cmd"
  64058       0 KAW2P1--bRBLF----Rst-K                 D /Reset                                48  182   85    7   E    0     0       1.0000       0.0000    2763   1   1       0.0000 "KAW2~Barra P1 13,8kV~(86BF)-Reset-Cmd"
  64059       0 KAW2P2--bRBLF----Rst-K                 D /Reset                                48  182   85    7   E    0     0       1.0000       0.0000    2764   1   1       0.0000 "KAW2~Barra P2 13,8kV~(86BF)-Reset-Cmd"
  64060       0 KEP1KPL31XCBR5203----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   10804   2   1       0.0000 "KEP1~TL1 KPL3 230kV~BRK52-03:status-Cmd"
  64061       0 KEP1KPL31XSWI8918----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   10805   2   1       0.0000 "KEP1~TL1 KPL3 230kV~SW89-18:status-Cmd"
  64062       0 KEP1KPL31XSWI8920----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   10806   2   1       0.0000 "KEP1~TL1 KPL3 230kV~SW89-20:status-Cmd"
  64063       0 KEP1KPL31XSWI8922----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   10807   2   1       0.0000 "KEP1~TL1 KPL3 230kV~SW89-22:status-Cmd"
  64064       0 KEP1KPL31RSYN----GrAIK                 D Group_2/Group_1                       93   30  264    7   E    0     0       1.0000       0.0000   10779   2   1       0.0000 "KEP1~TL1 KPL3 230kV~(25)-GrAjuste-Cmd"
  64065       0 KEP1KPL31RTPR--------K                 D Off/On                                10  187    0    7   E    0     0       1.0000       0.0000   10781   2   1       0.0000 "KEP1~TL1 KPL3 230kV~Teleprotection-Cmd"
  64066       0 KEP1KPL31RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   10780   2   1       0.0000 "KEP1~TL1 KPL3 230kV~Recloser(79)-Incl-Cmd"
  64068       0 KEP1KYU21XCBR5204----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   32964   2   1       0.0000 "KEP1~TL1 KYU2 230kV~BRK52-04:status-Cmd"
  64069       0 KEP1KYU21XSWI8924----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   32965   2   1       0.0000 "KEP1~TL1 KYU2 230kV~SW89-24:status-Cmd"
  64070       0 KEP1KYU21XSWI8926----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   32966   2   1       0.0000 "KEP1~TL1 KYU2 230kV~SW89-26:status-Cmd"
  64071       0 KEP1KYU21XSWI8928----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   32967   2   1       0.0000 "KEP1~TL1 KYU2 230kV~SW89-28:status-Cmd"
  64072       0 KEP1KYU21RSYN----GrAIK                 D Group_2/Group_1                       93   30  264    7   E    0     0       1.0000       0.0000   32939   2   1       0.0000 "KEP1~TL1 KYU2 230kV~(25)-GrAjuste-Cmd"
  64073       0 KEP1KYU21RTPR--------K                 D Off/On                                10  187    0    7   E    0     0       1.0000       0.0000   32941   2   1       0.0000 "KEP1~TL1 KYU2 230kV~Teleprotection-Cmd"
  64074       0 KEP1KYU21RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   32940   2   1       0.0000 "KEP1~TL1 KYU2 230kV~Recloser(79)-Incl-Cmd"
  64075       0 KAW2IB--0XSWI8932----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38652   2   1       0.0000 "KAW2~IB 69kV~SW89-32:status-Cmd"
  64076       0 KAW2IB--0XSWI8934----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38653   2   1       0.0000 "KAW2~IB 69kV~SW89-34:status-Cmd"
  64077       0 KAW2TR1--ATCC--------K                 D Exclude/Include                       36   71    0    7   E    0     0       1.0000       0.0000   11358   2   1       0.0000 "KAW2~TR1~Relé Contr.Tap (90)-Cmd"
  64078       0 KAW2TR1-2XCBR5202----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11388   2   1       0.0000 "KAW2~TR1 230kV~BRK52-02:status-Cmd"
  64079       0 KAW2TR1-0XCBR5207----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11395   2   1       0.0000 "KAW2~TR1 69kV~BRK52-07:status-Cmd"
  64080       0 KAW2TR1--YTAP--------K                 A Lower/Raise                          216   16    0    7   E    0     0       1.0000       0.0000   11419   0   1       0.0000 "KAW2~TR1~Tap position-Cmd"
  64081       0 KAW2KME11RSYN----GrAjK                 D Group_1/Group_2                       91   30  224    7   E    0     0       1.0000       0.0000    6667   2   1       0.0000 "KAW2~TL1 KME1 69kV~(25)-Grupo de ajuste-Cmd"
  64082       0 KAW2TR2-2XCBR5201----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11423   2   1       0.0000 "KAW2~TR2 230kV~BRK52-01:status-Cmd"
  64083       0 KAW2TR2-0XCBR5206----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11430   2   1       0.0000 "KAW2~TR2 69kV~BRK52-06:status-Cmd"
  64084       0 KAW2KME11XSWI-158----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38525   2   1       0.0000 "KAW2~TL1 KME1 69kV~SC158:status-Cmd"
  64085       0 KAW2KME11XCBR5224----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38522   2   1       0.0000 "KAW2~TL1 KME1 69kV~BRK52-24:status-Cmd"
  64086       0 KAW2KSL21XCBR5203----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11458   2   1       0.0000 "KAW2~TL1 KSL2 69kV~BRK52-03:status-Cmd"
  64087       0 KAW2KSL21RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   11479   2   1       0.0000 "KAW2~TL1 KSL2 69kV~Recloser(79)-Incl-Cmd"
  64088       0 KAW2KAW12XCBR5204----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11481   2   1       0.0000 "KAW2~TL2 KAW1 69kV~BRK52-04:status-Cmd"
  64089       0 KAW2KAW12RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   11502   2   1       0.0000 "KAW2~TL2 KAW1 69kV~Recloser(79)-Incl-Cmd"
  64090       0 KAW2KAW11XCBR5205----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11504   2   1       0.0000 "KAW2~TL1 KAW1 69kV~BRK52-05:status-Cmd"
  64091       0 KAW2KAW11RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   11428   2   1       0.0000 "KAW2~TL1 KAW1 69kV~Recloser(79)-Incl-Cmd"
  64092       0 KAW2IB--0XCBR2401----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   11527   2   1       0.0000 "KAW2~IB 69kV~BRK24-01:status-Cmd"
  64093       0 KAW2KME11RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000    6666   2   1       0.0000 "KAW2~TL1 KME1 69kV~Recloser(79)-Incl-Cmd"
  64094       0 KAW2KME11XSWI-156----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38524   2   1       0.0000 "KAW2~TL1 KME1 69kV~SC156:status-Cmd"
  64095       0 KAW2TR2--ATCC--------K                 D Exclude/Include                       36   71    0    7   E    0     0       1.0000       0.0000   11383   2   1       0.0000 "KAW2~TR2~Relé Contr.Tap (90)-Cmd"
  64096       0 KAW2TR2--YTAP--------K                 A Lower/Raise                          216   16    0    7   E    0     0       1.0000       0.0000   11454   0   1       0.0000 "KAW2~TR2~Tap position-Cmd"
  64097       0 KAW2KME11XSWI-154----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38523   2   1       0.0000 "KAW2~TL1 KME1 69kV~SC154:status-Cmd"
  64098       0 KAW2TR1-2XSWI8998----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38527   2   1       0.0000 "KAW2~TR1 230kV~SW89-98:status-Cmd"
  64099       0 KAW2TR1-2XSWI-100----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38528   2   1       0.0000 "KAW2~TR1 230kV~SC 89-100:status-Cmd"
  64100       0 KAW2TR1-2XSWI-102----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38529   2   1       0.0000 "KAW2~TR1 230kV~SC 89-102:status-Cmd"
  64101       0 KAW2TR1-0XSWI8936----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38530   2   1       0.0000 "KAW2~TR1 69kV~SW89-36:status-Cmd"
  64102       0 KAW2TR1-0XSWI8938----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38531   2   1       0.0000 "KAW2~TR1 69kV~SW89-38:status-Cmd"
  64103       0 KAW2TR1-0XSWI8940----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38532   2   1       0.0000 "KAW2~TR1 69kV~SW89-40:status-Cmd"
  64104       0 KAW2TR1--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000   11404   1   1       0.0000 "KAW2~TR1~Lock-Out Relay(86)-Reset-Cmd"
  64105       0 KAW2TR1--YCDC----BlckK                 D Unblock/Block                         34   60   34    7   E    0     0       1.0000       0.0000   38256   1   1       0.0000 "KAW2~TR1~CDC do TR-Bloqueio-Cmd"
  64106       0 KAW2TR3-2XSWI-122----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38278   2   1       0.0000 "KAW2~TR3 Sd.230kV~SC122:status-Cmd"
  64107       0 KAW2TR3-2XSWI-124----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38279   2   1       0.0000 "KAW2~TR3 Sd.230kV~SC124:status-Cmd"
  64108       0 KAW2TR3-2XSWI-126----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38280   2   1       0.0000 "KAW2~TR3 Sd.230kV~SC126:status-Cmd"
  64109       0 KAW2TR3-2XCBR5219----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38277   2   1       0.0000 "KAW2~TR3 Sd.230kV~BRK52-19:status-Cmd"
  64110       0 KAW2TR3-0XSWI-142----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38282   2   1       0.0000 "KAW2~TR3 Sd.69kV~SC142:status-Cmd"
  64111       0 KAW2TR2-2XSWI8992----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38533   2   1       0.0000 "KAW2~TR2 230kV~SW89-92:status-Cmd"
  64112       0 KAW2TR2-2XSWI8994----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38534   2   1       0.0000 "KAW2~TR2 230kV~SW89-94:status-Cmd"
  64113       0 KAW2TR2-2XSWI8996----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38535   2   1       0.0000 "KAW2~TR2 230kV~SW89-96:status-Cmd"
  64114       0 KAW2TR2-0XSWI8926----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38536   2   1       0.0000 "KAW2~TR2 69kV~SW89-26:status-Cmd"
  64115       0 KAW2TR2-0XSWI8928----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38537   2   1       0.0000 "KAW2~TR2 69kV~SW89-28:status-Cmd"
  64116       0 KAW2TR2-0XSWI8930----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38538   2   1       0.0000 "KAW2~TR2 69kV~SW89-30:status-Cmd"
  64117       0 KAW2TR2--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000   11439   1   1       0.0000 "KAW2~TR2~Lock-Out Relay(86)-Reset-Cmd"
  64118       0 KAW2TR2--YCDC----BlckK                 D Unblock/Block                         34   60   34    7   E    0     0       1.0000       0.0000   38346   1   1       0.0000 "KAW2~TR2~CDC do TR-Bloqueio-Cmd"
  64119       0 KAW2TR3-0XSWI-144----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38283   2   1       0.0000 "KAW2~TR3 Sd.69kV~SC144:status-Cmd"
  64120       0 KAW2TR3-0XSWI-146----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38284   2   1       0.0000 "KAW2~TR3 Sd.69kV~SC146:status-Cmd"
  64121       0 KAW2TR3-0XCBR5222----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38281   2   1       0.0000 "KAW2~TR3 Sd.69kV~BRK52-22:status-Cmd"
  64122       0 KAW2TR3--RBLK----Rst-K                 D /Reset                                48  181   85    7   E    0     0       1.0000       0.0000    1998   1   1       0.0000 "KAW2~TR3~Lock-Out Relay(86)-Reset-Cmd"
  64123       0 KAW2TR3--YCCM----BlckK                 D Unblock/Block                         34   59   34    7   E    0     0       1.0000       0.0000    2301   1   1       0.0000 "KAW2~TR3~Comando CDC-Bloqueio-Cmd"
  64124       0 KAW2KPR-1RTPR--------K                 D Off/On                                10  187    0    7   E    0     0       1.0000       0.0000   38402   2   1       0.0000 "KAW2~TL1 KPR 230kV~Teleprotection-Cmd"
  64125       0 KAW2KPR-1RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38404   2   1       0.0000 "KAW2~TL1 KPR 230kV~Recloser(79)-Incl-Cmd"
  64126       0 KAW2KPR-1RSYN----EnblK                 D Disable/Enable                        28   30   28    7   E    0     0       1.0000       0.0000   38405   2   1       0.0000 "KAW2~TL1 KPR 230kV~(25)-Enabling-Cmd"
  64127       0 KAW2KPR-1XSWI-104----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38540   2   1       0.0000 "KAW2~TL1 KPR 230kV~SC 89-104:status-Cmd"
  64128       0 KAW2KPR-1XSWI-106----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38541   2   1       0.0000 "KAW2~TL1 KPR 230kV~SC 89-106:status-Cmd"
  64129       0 KAW2KPR-1XSWI-108----K                 D Open/Close                            92   28    0    7   E    0     0       1.0000       0.0000   38542   2   1       0.0000 "KAW2~TL1 KPR 230kV~SC 89-108:status-Cmd"
  64130       0 KAW2KPR-1XCBR5216----K                 D Off/On                                 2   27    0    7   E    0     0       1.0000       0.0000   38539   2   1       0.0000 "KAW2~TL1 KPR 230kV~BRK52-16:status-Cmd"
  64131       0 KAW2KPR11RREC----InclK                 D Exclude/Include                       36   26    9    7   E    0     0       1.0000       0.0000   38460   2   1       0.0000 "KAW2~TL1 KPR1 69kV~Recloser(79)-Incl-Cmd"
